,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
6054,12206,10888,13473,12711,12636,13557,11861,,,,,,,,,,,,,,,,,,,,,,,,,
6055,,12006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,,12206,10888,12100,11593,11091,12753,12138,,11434,,,,,,,,,,,,,,,,,,,,,,
6057,12279,13090,11168,10865,11745,13557,,,,,,,,,,,,,,,,,,,,,,,,,,
6058,11499,12711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6060,13557,13557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6061,11496,12766,13212,10888,12659,,,,,,,,,,,,,,,,,,,,,,,,,,,
6062,13212,13643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6063,13473,12964,11499,13357,12138,11745,,,,,,,,,,,,,,,,,,,,,,,,,,
6064,13129,11496,10888,13090,13473,11499,11499,12100,13357,11091,12034,11745,13319,11861,,,,,,,,,,,,,,,,,,
6065,13643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6067,11496,13473,13212,11499,11593,13885,13643,,11971,,,,,,,,,,,,,,,,,,,,,,,
6068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6069,12389,10888,,10888,13473,12100,12711,,13319,,,,,,,,,,,,,,,,,,,,,,,
6070,11861,12006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6071,11593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6072,12121,10888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6073,13129,11496,10888,13473,12711,,,,,,,,,,,,,,,,,,,,,,,,,,,
6074,11496,13319,12006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6075,13473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6077,13473,11499,11133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6078,11593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6079,13129,11745,13319,11861,11332,,,,,,,,,,,,,,,,,,,,,,,,,,,
6080,11496,13357,12964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6082,12711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6083,11745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6084,13473,12964,11893,10865,12629,11745,,,,,,,,,,,,,,,,,,,,,,,,,,
6085,11496,10888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6086,12206,12279,13473,12100,11091,12753,12659,12138,13643,11745,13319,11861,,,,,,,,,,,,,,,,,,,,
6087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6088,12100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6090,10888,13473,11499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6091,,12121,11496,12205,12580,10888,10888,13473,12100,11091,11893,12753,13319,11971,,,,,,,,,,,,,,,,,,
6092,13557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6094,13212,12100,11593,11971,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6095,13643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6096,11496,13473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6097,,,12753,11745,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6098,13212,11893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6100,11496,13212,12100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6101,13473,11091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6102,12121,12766,,13643,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6104,11745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6105,11496,12964,13643,11745,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6106,13643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6107,,11332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6108,13166,10888,13473,13212,12711,11893,,,,,,,,,,,,,,,,,,,,,,,,,,
6109,11893,11745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6110,11496,13212,12100,11091,,13643,11745,12006,,,,,,,,,,,,,,,,,,,,,,,,
6111,12279,10888,13473,12100,11745,,11971,,,,,,,,,,,,,,,,,,,,,,,,,
6112,12766,13473,12138,13643,13319,,,,,,,,,,,,,,,,,,,,,,,,,,,
6113,11745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6114,12389,11496,12766,13473,11499,,,,,,,,,,,,,,,,,,,,,,,,,,,
6115,11593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6116,11499,11593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6117,11745,11434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6118,13090,12100,10882,11893,11745,13319,11971,,,,,,,,,,,,,,,,,,,,,,,,,
6119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6120,11496,13473,13473,13473,11593,,,,,,,,,,,,,,,,,,,,,,,,,,,
6121,13473,13557,13643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6122,13212,11745,11132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6123,13129,13212,11893,12629,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6124,,10888,13473,13090,11593,,10865,,,,,,,,,,,,,,,,,,,,,,,,,
6125,12279,10888,10888,13212,11499,12100,12617,13357,12711,12636,11434,,,,,,,,,,,,,,,,,,,,,
6126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6127,11496,12580,10888,10888,13212,12100,11593,11745,,,,,,,,,,,,,,,,,,,,,,,,
6128,13212,12100,10888,11593,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6130,13473,11593,12659,12138,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6131,12766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6132,12138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6133,13129,10888,13473,13473,13212,11593,11893,,,,,,,,,,,,,,,,,,,,,,,,,
6134,13473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6135,,13129,12121,12766,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6137,13473,13090,13212,13557,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6138,11593,11745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6139,12766,11593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6141,12121,11496,12766,12205,10888,10888,11593,11893,12637,,,,,,,,,,,,,,,,,,,,,,,
6142,13090,13212,12100,12100,11593,13643,11745,13319,,,,,,,,,,,,,,,,,,,,,,,,
6143,11496,11091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6144,12121,12964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6145,12121,12766,13473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6146,13090,12100,10882,11593,11091,12628,13319,11434,,,,,,,,,,,,,,,,,,,,,,,,
6147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6148,11091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6150,11496,12766,13473,,13212,11091,11893,11775,,,,,,,,,,,,,,,,,,,,,,,,
6151,11593,13643,11745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6152,13129,11593,12878,11745,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6153,13129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6154,13473,13212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6155,12766,13557,11893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6156,13212,13643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6157,13212,12100,11593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6158,13129,12121,13090,12711,11593,,11745,,,,,,,,,,,,,,,,,,,,,,,,,
6159,12121,13212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6160,13473,13473,12138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6161,13129,11434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6162,13473,11091,11893,12086,,12659,11745,,,,,,,,,,,,,,,,,,,,,,,,,
6163,12121,10888,13473,,11593,11132,,,,,,,,,,,,,,,,,,,,,,,,,,
6164,12389,12121,12766,10888,13473,11133,,,,,,,,,,,,,,,,,,,,,,,,,,
6165,12766,12100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6169,11861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6170,10888,11499,12938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6171,12279,10888,13473,11593,12659,12138,13643,13319,,,,,,,,,,,,,,,,,,,,,,,,
6172,13473,11593,11091,13643,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6173,11593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6174,12389,10888,12086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6175,10888,11458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6176,13473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6177,13643,11745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6178,13129,12121,10888,11499,10888,,,,,,,,,,,,,,,,,,,,,,,,,,,
6179,11053,13473,,13212,12100,12711,11593,11091,12938,13557,,,,,,,,,,,,,,,,,,,,,,
6180,13129,,11496,12766,10888,10888,13473,12964,13473,13212,12100,12100,11091,12675,,11132,12006,,,,,,,,,,,,,,,
6181,10882,12628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6182,12878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6183,13212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6184,12279,12766,12964,12100,12711,11593,11091,11091,11893,11091,12006,,,,,,,,,,,,,,,,,,,,,
6185,11496,10888,10888,13473,13212,12100,12711,11593,,12878,13643,,,,,,,,,,,,,,,,,,,,,
6186,12766,13212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6187,11593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6188,10888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6189,11496,12580,11499,11593,,12138,11745,11434,,,,,,,,,,,,,,,,,,,,,,,,
6190,11499,11893,13643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6191,13129,12279,12121,13473,13212,11091,,,,,,,,,,,,,,,,,,,,,,,,,,
6192,,13129,11593,11745,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6193,12279,10888,10888,11499,10882,13357,,,,,,,,,,,,,,,,,,,,,,,,,,
6194,13473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6195,12156,12389,11496,11499,12938,12138,11745,,,,,,,,,,,,,,,,,,,,,,,,,
6196,11434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6197,12100,12938,,11132,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6198,13473,11091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6199,12121,13166,13557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6200,11496,11091,11893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6201,13129,12100,11593,,12878,11434,,,,,,,,,,,,,,,,,,,,,,,,,,
6202,13473,12138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6203,12291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6204,12121,12766,10888,13473,12938,,,,,,,,,,,,,,,,,,,,,,,,,,,
6205,11053,10888,10888,10888,13357,11593,12659,,,,,,,,,,,,,,,,,,,,,,,,,
6206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6207,11496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6208,13557,12675,12636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210,12279,12389,11496,10888,10888,,,,,,,,,,,,,,,,,,,,,,,,,,,
6211,12100,11593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6212,12279,10888,13473,11593,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6213,13129,11496,12766,,13557,,,,,,,,,,,,,,,,,,,,,,,,,,,
6214,,13129,11496,10888,13473,12100,10888,12878,,11861,,,,,,,,,,,,,,,,,,,,,,
6215,13129,13473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6216,13473,13090,12659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6217,13473,12100,12100,12711,11593,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,10888,10882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6219,10888,10888,13212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220,12766,10888,13473,13212,12086,12938,,,,,,,,,,,,,,,,,,,,,,,,,,
6221,13643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6222,11745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6223,,12156,10888,10888,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6224,12121,12766,13473,12100,12636,11434,11458,,,,,,,,,,,,,,,,,,,,,,,,,
6225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6226,12121,,13473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6227,12206,13473,11593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6228,12279,,11745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6229,12389,10888,13473,12753,12665,12938,,,,,,,,,,,,,,,,,,,,,,,,,,
6230,12523,10888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6232,13129,11593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6233,11593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6234,13129,11745,11971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6235,11593,10865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6236,10888,13643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6237,12766,13473,11091,11091,,12636,13319,,,,,,,,,,,,,,,,,,,,,,,,,
6238,13473,13319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6239,,10888,11499,12100,12711,11593,,,,,,,,,,,,,,,,,,,,,,,,,,
6240,10888,12100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6241,11091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6242,12121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6243,13473,11593,11332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6244,,13129,12580,13090,13212,11499,12100,12711,,,,,,,,,,,,,,,,,,,,,,,,
6245,13557,11971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6247,11745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6248,13129,13212,11893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6249,,12006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250,11893,12938,,11971,11971,,,,,,,,,,,,,,,,,,,,,,,,,,,
6251,11971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6252,11496,12766,10888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6255,13473,11593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6256,10888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6257,12766,13473,12291,12629,11745,,,,,,,,,,,,,,,,,,,,,,,,,,,
6258,10888,10888,13473,12291,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6259,13129,13473,10888,10882,12711,11593,13319,11458,,,,,,,,,,,,,,,,,,,,,,,,
6260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6261,11091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6262,12100,10865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6263,11745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6264,11745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6265,13473,13090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6266,,11593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6267,11496,12766,12659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6268,,10888,13166,13473,12100,11745,,,,,,,,,,,,,,,,,,,,,,,,,,
6269,13212,13319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6270,11745,11434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6271,10888,10888,13212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6272,12279,11496,10888,13473,13090,13212,11499,12100,11091,10865,13171,11745,,,,,,,,,,,,,,,,,,,,
6273,12766,13473,11745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6275,12766,11745,11332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6276,11496,13090,11593,12629,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6277,12964,11132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6278,13473,11593,11893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6279,,10888,10888,13473,10888,,,,,,,,,,,,,,,,,,,,,,,,,,,
6280,,13473,11593,11861,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6281,12964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6282,10888,10888,13473,12629,13701,10865,12629,,,,,,,,,,,,,,,,,,,,,,,,,
6283,12100,12138,11861,11132,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6285,13473,11893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6286,11593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6288,13129,13212,11593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6291,13212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6292,12291,10888,11971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6293,13473,13212,12100,11593,11593,11971,,,,,,,,,,,,,,,,,,,,,,,,,,
6294,13129,,11745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6295,11593,11893,12659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6296,12389,12766,10888,12964,10888,12086,,11749,,,,,,,,,,,,,,,,,,,,,,,,
6297,,11745,11458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6298,11593,12138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6299,,13473,13090,12964,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6300,13643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6301,11745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6302,12279,10882,13319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6303,,11496,13212,11593,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6304,12138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6305,11593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6306,12121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6308,11893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6309,10882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6310,11499,10888,10882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6311,11593,11091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6312,11745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6313,12100,11091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6314,13473,,12964,13557,11749,,,,,,,,,,,,,,,,,,,,,,,,,,,
6315,10888,12100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6316,,13090,11091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6318,11745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6319,10888,13473,12964,12100,12100,12938,12138,11745,13319,,,,,,,,,,,,,,,,,,,,,,,
6320,,13212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6321,12766,11745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6322,12138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6324,11053,13212,12100,10882,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6325,,13473,13643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6326,12279,13473,,12964,11593,12938,12034,12675,11745,11458,,,,,,,,,,,,,,,,,,,,,,
6327,12121,10888,13166,13473,11091,,,,,,,,,,,,,,,,,,,,,,,,,,,
6328,11593,11745,11332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6330,12389,11496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6331,12100,13357,11893,11971,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6332,11496,12766,13473,11893,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6333,13557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6334,12389,10888,11091,11893,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6335,13129,12389,13473,11893,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6336,13212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6337,12279,,10888,11593,11091,11745,,,,,,,,,,,,,,,,,,,,,,,,,,
6338,11496,11091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6339,12279,10888,13473,11499,12938,12659,,,,,,,,,,,,,,,,,,,,,,,,,,
6340,10888,10888,13212,11593,13643,11971,,,,,,,,,,,,,,,,,,,,,,,,,,
6341,12156,13473,11499,11593,11091,13319,11336,,,,,,,,,,,,,,,,,,,,,,,,,
6342,12964,11091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6343,12138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6344,12766,13473,12659,12138,13643,11434,,,,,,,,,,,,,,,,,,,,,,,,,,
6345,13129,10888,11861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6346,13129,10888,13473,13212,11745,,,,,,,,,,,,,,,,,,,,,,,,,,,
6347,13473,13473,13212,11593,11091,12878,,12636,12629,11745,13557,11434,11971,,,,,,,,,,,,,,,,,,,
6348,12121,13557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6349,13643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6350,11893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6351,13129,11593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6352,13129,12100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6353,13473,11593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6354,,13473,13212,13473,12100,11091,,,,,,,,,,,,,,,,,,,,,,,,,,
6355,13643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6356,11053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6358,12279,12121,12766,10888,13643,,,,,,,,,,,,,,,,,,,,,,,,,,,
6359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6361,13473,12100,12100,11593,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6362,10882,11091,13319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6363,12964,13212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6364,12205,10888,11745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6365,11593,12659,12138,11745,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6366,13129,12279,12766,10888,11861,,,,,,,,,,,,,,,,,,,,,,,,,,,
6367,13129,13557,11593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6368,13090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6369,12156,13319,11434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6370,13473,13643,,11132,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6371,11593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6372,11593,11745,11861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6373,12121,12580,13212,13643,11745,13319,11971,,,,,,,,,,,,,,,,,,,,,,,,,
6374,11593,11893,12138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6375,12086,12675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6376,13129,12389,12100,12753,11091,11745,11132,,,,,,,,,,,,,,,,,,,,,,,,,
6377,11496,12766,12205,10888,12138,,,,,,,,,,,,,,,,,,,,,,,,,,,
6378,11132,11971,11971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6379,12121,11496,,13319,11132,,,,,,,,,,,,,,,,,,,,,,,,,,,
6380,12086,11971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6381,11091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6382,11053,12100,12711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6383,13473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6384,12006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6385,13643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6386,13473,11091,,13643,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6388,13212,12964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6389,13473,12138,11971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6390,13129,12206,12100,12100,12138,11745,11434,11971,,,,,,,,,,,,,,,,,,,,,,,,
6391,10888,13473,11091,,10888,13643,11458,,,,,,,,,,,,,,,,,,,,,,,,,
6392,11496,13212,13557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
