,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
5168,,chicken,ice cream,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5169,yogurt,UHT-milk,rolls/buns,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5170,citrus fruit,pip fruit,whole milk,condensed milk,cream cheese,domestic eggs,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,
5171,sausage,root vegetables,other vegetables,brown bread,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,
5172,,citrus fruit,tropical fruit,pip fruit,grapes,root vegetables,other vegetables,whole milk,yogurt,frozen meals,frozen fish,frozen dessert,brown bread,,,,,,,,,,,,,,,,,,,
5173,,brown bread,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5174,pork,grapes,berries,other vegetables,whipped/sour cream,frozen dessert,domestic eggs,rolls/buns,pastry,sugar,,bottled water,,,,,,,,,,,,,,,,,,,,
5175,frozen fish,rolls/buns,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5176,,other vegetables,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5177,grapes,root vegetables,other vegetables,whipped/sour cream,,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,
5178,sausage,sliced cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5179,,soft cheese,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5180,,rolls/buns,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5181,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5182,,hamburger meat,brown bread,salt,pasta,canned vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,
5183,whole milk,whipped/sour cream,pastry,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5184,sausage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5185,tropical fruit,grapes,other vegetables,whole milk,brown bread,pastry,fruit/vegetable juice,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,
5186,,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187,ham,citrus fruit,butter milk,yogurt,cream cheese,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,
5188,,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5189,chicken,tropical fruit,pip fruit,other vegetables,yogurt,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,
5190,tropical fruit,pip fruit,whole milk,rolls/buns,pastry,fruit/vegetable juice,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,
5191,citrus fruit,whole milk,butter,,yogurt,soft cheese,,,,,,,,,,,,,,,,,,,,,,,,,,
5192,tropical fruit,whole milk,yogurt,beverages,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,
5193,beef,citrus fruit,tropical fruit,root vegetables,ice cream,roll products,soda,,,,,,,,,,,,,,,,,,,,,,,,,
5194,other vegetables,frozen fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5196,bottled water,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5198,bottled water,misc. beverages,cooking chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5199,,dessert,yogurt,white bread,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,
5200,citrus fruit,tropical fruit,other vegetables,salt,misc. beverages,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,
5201,citrus fruit,frozen vegetables,domestic eggs,brown bread,soda,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,
5202,pork,UHT-milk,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5204,tropical fruit,whole milk,ice cream,,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,
5205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5206,pip fruit,onions,other vegetables,rolls/buns,Instant food products,tea,bottled water,salty snack,,,,,,,,,,,,,,,,,,,,,,,,
5207,root vegetables,rolls/buns,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5208,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5209,pip fruit,rolls/buns,,soda,waffles,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,,,,,
5210,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5211,misc. beverages,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5212,beverages,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5213,ice cream,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5214,other vegetables,whole milk,,dessert,yogurt,cream cheese,,,,,,,,,,,,,,,,,,,,,,,,,,
5215,chicken,root vegetables,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5216,grapes,berries,other vegetables,,sliced cheese,pastry,misc. beverages,salty snack,,,,,,,,,,,,,,,,,,,,,,,,
5217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5218,tropical fruit,root vegetables,other vegetables,frozen dessert,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5219,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5220,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5222,yogurt,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5223,root vegetables,other vegetables,dessert,whipped/sour cream,domestic eggs,pastry,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,
5224,chicken,beef,yogurt,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225,whole milk,frozen fish,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5226,sausage,tropical fruit,semi-finished bread,soda,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,
5227,butter milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5228,sausage,tropical fruit,whole milk,butter milk,yogurt,white bread,meat spreads,soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,
5229,UHT-milk,rolls/buns,popcorn,snack products,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,
5230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5231,pasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5232,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5233,pip fruit,whole milk,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5234,fish,citrus fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5236,hamburger meat,tropical fruit,root vegetables,whole milk,frozen meals,rolls/buns,pasta,waffles,,,,,,,,,,,,,,,,,,,,,,,,
5237,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5238,pork,root vegetables,whipped/sour cream,domestic eggs,,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,
5239,meat,hamburger meat,whole milk,UHT-milk,hard cheese,pastry,sugar,,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,
5240,hamburger meat,tropical fruit,pip fruit,root vegetables,Instant food products,soda,waffles,,,,,,,,,,,,,,,,,,,,,,,,,
5241,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5242,whole milk,butter,yogurt,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5244,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5245,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5246,citrus fruit,frozen dessert,domestic eggs,rolls/buns,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,
5247,,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5248,whipped/sour cream,rolls/buns,pastry,soda,salty snack,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,
5249,chicken,hamburger meat,citrus fruit,whole milk,butter,yogurt,whipped/sour cream,curd cheese,,,,,,,,,,,,,,,,,,,,,,,,
5250,sausage,other vegetables,yogurt,whipped/sour cream,cream cheese,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
5251,rolls/buns,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5252,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5253,other vegetables,whole milk,frozen fish,white bread,,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,
5254,root vegetables,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5255,root vegetables,,,domestic eggs,,mustard,,,,,,,,,,,,,,,,,,,,,,,,,,
5256,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5257,other vegetables,beverages,spread cheese,domestic eggs,rolls/buns,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,
5258,yogurt,beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5259,,whole milk,mustard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5260,tropical fruit,root vegetables,other vegetables,bottled water,soda,,,chocolate,,,,,,,,,,,,,,,,,,,,,,,,
5261,tropical fruit,rolls/buns,mustard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5262,hamburger meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5263,,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5266,whole milk,rolls/buns,coffee,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5267,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5268,butter,,instant coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5269,hamburger meat,tropical fruit,hard cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5270,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5271,sausage,meat,citrus fruit,yogurt,ice cream,rolls/buns,brown bread,,jam,,,,,,,,,,,,,,,,,,,,,,,
5272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5273,grapes,salty snack,,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5276,other vegetables,sweet spreads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5277,ham,,dessert,beverages,UHT-milk,cream cheese,brown bread,mustard,sweet spreads,,,,,,,,,,,,,,,,,,,,,,,
5278,sausage,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5279,beef,other vegetables,butter milk,soups,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5280,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5281,butter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5282,semi-finished bread,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5283,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5284,pip fruit,root vegetables,UHT-milk,frozen dessert,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,
5285,hamburger meat,onions,cream cheese,brown bread,pastry,sugar,cereals,,,,,,,,,,,,,,,,,,,,,,,,,
5286,rolls/buns,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5287,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5288,pork,whole milk,dessert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5289,other vegetables,white bread,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5290,chicken,butter,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5291,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5293,citrus fruit,onions,hard cheese,specialty cheese,frozen vegetables,frozen dessert,domestic eggs,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,
5294,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5295,root vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5296,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5297,berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5298,sausage,root vegetables,whole milk,fruit/vegetable juice,popcorn,candy,,,,,,,,,,,,,,,,,,,,,,,,,,
5299,citrus fruit,other vegetables,frozen vegetables,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5300,UHT-milk,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5305,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5306,pork,tropical fruit,root vegetables,,soda,,waffles,,,,,,,,,,,,,,,,,,,,,,,,,
5307,,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5308,sausage,chicken,citrus fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5309,pork,citrus fruit,tropical fruit,whole milk,frozen vegetables,domestic eggs,honey,canned vegetables,,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,
5310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5311,frozen meals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5312,beef,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5313,,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5314,,tropical fruit,onions,dessert,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,
5315,dessert,nut snack,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5316,root vegetables,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5317,sausage,citrus fruit,tropical fruit,pip fruit,yogurt,pastry,bottled water,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,
5318,butter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5319,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5320,whole milk,soft cheese,rolls/buns,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5321,,rolls/buns,soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5322,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5323,pip fruit,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5324,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5325,tropical fruit,pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5326,other vegetables,yogurt,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5327,meat,rolls/buns,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5329,,soda,,snack products,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,
5330,rolls/buns,fruit/vegetable juice,,,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,
5331,root vegetables,other vegetables,canned vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5332,ham,whole milk,yogurt,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5333,rolls/buns,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5334,rolls/buns,coffee,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5335,UHT-milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5336,,whole milk,rolls/buns,coffee,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,
5337,whole milk,domestic eggs,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5338,whole milk,butter milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5339,citrus fruit,root vegetables,onions,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5340,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5341,popcorn,,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5343,pork,tropical fruit,whole milk,butter,dessert,yogurt,frozen vegetables,frozen meals,frozen chicken,coffee,fruit/vegetable juice,chocolate,,,,,,,,,,,,,,,,,,,,
5344,chicken,tropical fruit,pip fruit,other vegetables,yogurt,soft cheese,domestic eggs,roll products,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,
5345,UHT-milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5347,other vegetables,whole milk,butter,specialty cheese,frozen vegetables,semi-finished bread,,,,,,,,,,,,,,,,,,,,,,,,,,
5348,pip fruit,other vegetables,whole milk,frozen vegetables,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,
5349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5350,sausage,chicken,beef,other vegetables,butter,dessert,whipped/sour cream,UHT-milk,soft cheese,frozen meals,brown bread,pasta,oil,,pudding powder,,,,,,,,,,,,,,,,,
5351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5352,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5353,other vegetables,whipped/sour cream,cream cheese,rolls/buns,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,
5354,whole milk,dessert,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5355,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5356,butter,yogurt,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5358,pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5359,rolls/buns,long life bakery product,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5361,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5362,rolls/buns,soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5363,pip fruit,onions,whole milk,yogurt,frozen vegetables,frozen fish,rolls/buns,semi-finished bread,,,,,,,,,,,,,,,,,,,,,,,,
5364,pork,citrus fruit,tropical fruit,spread cheese,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,
5365,,pork,yogurt,soft cheese,sugar,bottled water,soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,
5366,sausage,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5367,citrus fruit,dessert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5368,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5369,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5371,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5372,pork,beef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5373,frozen meals,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5374,chicken,root vegetables,whole milk,rolls/buns,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,
5375,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5376,pork,citrus fruit,root vegetables,whole milk,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,
5377,sausage,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5378,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5379,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5380,root vegetables,other vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5381,beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5382,sausage,hamburger meat,tropical fruit,pip fruit,whole milk,beverages,frozen vegetables,frozen meals,white bread,pasta,,sweet spreads,bottled water,fruit/vegetable juice,long life bakery product,,,,,,,,,,,,,,,,,
5383,,tropical fruit,other vegetables,whole milk,rolls/buns,,soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,
5384,UHT-milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5385,whole milk,,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5386,whole milk,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5387,sausage,yogurt,rolls/buns,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
5388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5389,sausage,beef,tropical fruit,pip fruit,berries,root vegetables,other vegetables,whole milk,mustard,,,,,,,,,,,,,,,,,,,,,,,
5390,beef,other vegetables,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5391,,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5393,,beef,other vegetables,whole milk,butter,yogurt,soft cheese,pastry,oil,coffee,bottled water,soda,cake bar,,,,,,,,,,,,,,,,,,,
5394,meat,chicken,hamburger meat,citrus fruit,whole milk,butter,butter milk,yogurt,soft cheese,frozen vegetables,domestic eggs,rolls/buns,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,
5395,yogurt,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5396,sausage,soda,,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5397,root vegetables,onions,whole milk,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5400,tropical fruit,cream cheese,,rolls/buns,white bread,ready soups,,canned fish,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,
5401,tropical fruit,other vegetables,whole milk,,yogurt,frozen vegetables,frozen dessert,rolls/buns,soda,,waffles,candy,,,,,,,,,,,,,,,,,,,,
5402,citrus fruit,tropical fruit,pip fruit,whole milk,butter milk,,,,,,,,,,,,,,,,,,,,,,,,,,,
5403,chicken,hamburger meat,citrus fruit,other vegetables,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,
5404,dessert,yogurt,UHT-milk,cream cheese,frozen vegetables,rolls/buns,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,
5405,other vegetables,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5406,other vegetables,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5407,onions,,,popcorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5408,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5409,chicken,hamburger meat,pip fruit,other vegetables,UHT-milk,sliced cheese,specialty cheese,,coffee,,,,,,,,,,,,,,,,,,,,,,,
5410,chicken,pip fruit,whole milk,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5411,onions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5412,meat,chicken,pork,root vegetables,whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,
5413,ham,chicken,,beef,onions,whole milk,butter,frozen potato products,domestic eggs,pastry,salt,sugar,jam,coffee,,,,,,,,,,,,,,,,,,
5414,citrus fruit,pip fruit,whole milk,sliced cheese,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,
5415,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5416,,chicken,,beef,whole milk,brown bread,pastry,bottled water,,,,,,,,,,,,,,,,,,,,,,,,
5417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5418,pork,pip fruit,,roll products,,soups,coffee,,,,,,,,,,,,,,,,,,,,,,,,,
5419,butter milk,UHT-milk,cream cheese,spread cheese,brown bread,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,
5420,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5421,chicken,tropical fruit,frozen fish,domestic eggs,roll products,,,,,,,,,,,,,,,,,,,,,,,,,,,
5422,pip fruit,root vegetables,other vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5423,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5424,yogurt,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5425,berries,root vegetables,yogurt,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5426,hamburger meat,tropical fruit,yogurt,frozen vegetables,domestic eggs,rolls/buns,meat spreads,,soda,misc. beverages,,,,,,,,,,,,,,,,,,,,,,
5427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5428,,tropical fruit,root vegetables,other vegetables,,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,
5429,beverages,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5431,pastry,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5432,pip fruit,other vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5433,whole milk,whipped/sour cream,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5434,hamburger meat,root vegetables,whole milk,rolls/buns,long life bakery product,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,
5435,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5436,other vegetables,whole milk,yogurt,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5437,oil,bottled water,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5438,beef,citrus fruit,tropical fruit,whole milk,yogurt,,,mustard,canned vegetables,,,,,,,,,,,,,,,,,,,,,,,
5439,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5440,sausage,root vegetables,,yogurt,whipped/sour cream,sliced cheese,processed cheese,domestic eggs,oil,Instant food products,soda,,candy,,,,,,,,,,,,,,,,,,,
5441,sausage,UHT-milk,flour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5442,pork,butter,,frozen vegetables,,sugar,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,
5443,,meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5444,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5446,pork,root vegetables,other vegetables,,domestic eggs,rolls/buns,mustard,fruit/vegetable juice,chewing gum,,,,,,,,,,,,,,,,,,,,,,,
5447,whole milk,rolls/buns,semi-finished bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
